purchase_id,date,supplier,category,items_summary,quantity_kg,total_cost_clp,payment_terms,due_date,status
PO-1241,2023-05-04,Distribuidora JR,beverage,Beverage Variety Pack,4.08,3260,15 dias,2023-05-19,Received
PO-1242,2023-05-04,Licores Premium,wine,Wine Variety Pack,6.65,26600,30 dias,2023-06-03,Received
PO-1243,2023-05-08,Carnes Danke,meat,Meat Variety Pack,23.93,227311,30 dias,2023-06-07,Received
PO-1244,2023-05-08,Agro los hermanos,veg,Veg Variety Pack,50.92,76387,0 dias,2023-05-08,Received
PO-1245,2023-05-08,Puerto de Palos,seafood,Seafood Variety Pack,14.71,176460,15 dias,2023-05-23,Received
PO-1246,2023-05-08,Distribuidora JR,dairy,Dairy Variety Pack,29.98,179850,15 dias,2023-05-23,Received
PO-1247,2023-05-08,ICB Food Service,grocery,Grocery Variety Pack,83.91,167810,30 dias,2023-06-07,Received
PO-1248,2023-05-08,Distribuidora JR,beverage,Beverage Variety Pack,1.3,1040,15 dias,2023-05-23,Received
PO-1249,2023-05-08,Licores Premium,wine,Wine Variety Pack,4.65,18600,30 dias,2023-06-07,Received
PO-1250,2023-05-11,Carnes Danke,meat,Meat Variety Pack,42.87,407288,30 dias,2023-06-10,Received
PO-1251,2023-05-11,Agro los hermanos,veg,Veg Variety Pack,89.45,134175,0 dias,2023-05-11,Received
PO-1252,2023-05-11,Puerto de Palos,seafood,Seafood Variety Pack,28.34,340140,15 dias,2023-05-26,Received
PO-1253,2023-05-11,Distribuidora JR,dairy,Dairy Variety Pack,58.55,351300,15 dias,2023-05-26,Received
PO-1254,2023-05-11,ICB Food Service,grocery,Grocery Variety Pack,167.42,334840,30 dias,2023-06-10,Received
PO-1255,2023-05-11,Distribuidora JR,beverage,Beverage Variety Pack,5.67,4540,15 dias,2023-05-26,Received
PO-1256,2023-05-11,Licores Premium,wine,Wine Variety Pack,6.46,25850,30 dias,2023-06-10,Received
PO-1257,2023-05-15,Carnes Danke,meat,Meat Variety Pack,15.21,144542,30 dias,2023-06-14,Received
PO-1258,2023-05-15,Agro los hermanos,veg,Veg Variety Pack,30.98,46462,0 dias,2023-05-15,Received
PO-1259,2023-05-15,Puerto de Palos,seafood,Seafood Variety Pack,9.71,116490,15 dias,2023-05-30,Received
PO-1260,2023-05-15,Distribuidora JR,dairy,Dairy Variety Pack,17.0,102000,15 dias,2023-05-30,Received
PO-1261,2023-05-15,ICB Food Service,grocery,Grocery Variety Pack,47.65,95300,30 dias,2023-06-14,Received
PO-1262,2023-05-15,Distribuidora JR,beverage,Beverage Variety Pack,2.15,1720,15 dias,2023-05-30,Received
PO-1263,2023-05-15,Licores Premium,wine,Wine Variety Pack,2.65,10600,30 dias,2023-06-14,Received
PO-1264,2023-05-18,Carnes Danke,meat,Meat Variety Pack,45.44,431703,30 dias,2023-06-17,Received
PO-1265,2023-05-18,Agro los hermanos,veg,Veg Variety Pack,86.65,129975,0 dias,2023-05-18,Received
PO-1266,2023-05-18,Puerto de Palos,seafood,Seafood Variety Pack,25.07,300780,15 dias,2023-06-02,Received
PO-1267,2023-05-18,Distribuidora JR,dairy,Dairy Variety Pack,43.42,260549,15 dias,2023-06-02,Received
PO-1268,2023-05-18,ICB Food Service,grocery,Grocery Variety Pack,133.25,266510,30 dias,2023-06-17,Received
PO-1269,2023-05-18,Distribuidora JR,beverage,Beverage Variety Pack,4.45,3560,15 dias,2023-06-02,Received
PO-1270,2023-05-18,Licores Premium,wine,Wine Variety Pack,8.16,32650,30 dias,2023-06-17,Received
PO-1271,2023-05-22,Carnes Danke,meat,Meat Variety Pack,6.39,60728,30 dias,2023-06-21,Received
PO-1272,2023-05-22,Agro los hermanos,veg,Veg Variety Pack,27.23,40837,0 dias,2023-05-22,Received
PO-1273,2023-05-22,Puerto de Palos,seafood,Seafood Variety Pack,10.72,128700,15 dias,2023-06-06,Received
PO-1274,2023-05-22,Distribuidora JR,dairy,Dairy Variety Pack,12.35,74100,15 dias,2023-06-06,Received
PO-1275,2023-05-22,ICB Food Service,grocery,Grocery Variety Pack,48.7,97390,30 dias,2023-06-21,Received
PO-1276,2023-05-22,Distribuidora JR,beverage,Beverage Variety Pack,3.23,2580,15 dias,2023-06-06,Received
PO-1277,2023-05-22,Licores Premium,wine,Wine Variety Pack,4.08,16300,30 dias,2023-06-21,Received
PO-1278,2023-05-25,Carnes Danke,meat,Meat Variety Pack,42.81,406742,30 dias,2023-06-24,Received
PO-1279,2023-05-25,Agro los hermanos,veg,Veg Variety Pack,80.05,120075,0 dias,2023-05-25,Received
PO-1280,2023-05-25,Puerto de Palos,seafood,Seafood Variety Pack,25.66,307920,15 dias,2023-06-09,Received
PO-1281,2023-05-25,Distribuidora JR,dairy,Dairy Variety Pack,49.8,298800,15 dias,2023-06-09,Received
PO-1282,2023-05-25,ICB Food Service,grocery,Grocery Variety Pack,139.19,278390,30 dias,2023-06-24,Received
PO-1283,2023-05-25,Distribuidora JR,beverage,Beverage Variety Pack,4.15,3320,15 dias,2023-06-09,Received
PO-1284,2023-05-25,Licores Premium,wine,Wine Variety Pack,3.33,13300,30 dias,2023-06-24,Received
PO-1285,2023-05-29,Carnes Danke,meat,Meat Variety Pack,9.09,86355,30 dias,2023-06-28,Received
PO-1286,2023-05-29,Agro los hermanos,veg,Veg Variety Pack,27.5,41250,0 dias,2023-05-29,Received
PO-1287,2023-05-29,Puerto de Palos,seafood,Seafood Variety Pack,13.57,162900,15 dias,2023-06-13,Received
PO-1288,2023-05-29,Distribuidora JR,dairy,Dairy Variety Pack,10.53,63150,15 dias,2023-06-13,Received
PO-1289,2023-05-29,ICB Food Service,grocery,Grocery Variety Pack,29.76,59520,30 dias,2023-06-28,Received
PO-1290,2023-05-29,Distribuidora JR,beverage,Beverage Variety Pack,1.75,1400,15 dias,2023-06-13,Received
PO-1291,2023-05-29,Licores Premium,wine,Wine Variety Pack,1.98,7900,30 dias,2023-06-28,Received
PO-1292,2023-06-01,Carnes Danke,meat,Meat Variety Pack,44.45,422275,30 dias,2023-07-01,Received
PO-1293,2023-06-01,Agro los hermanos,veg,Veg Variety Pack,90.92,136387,0 dias,2023-06-01,Received
PO-1294,2023-06-01,Puerto de Palos,seafood,Seafood Variety Pack,28.27,339180,15 dias,2023-06-16,Received
PO-1295,2023-06-01,Distribuidora JR,dairy,Dairy Variety Pack,49.73,298350,15 dias,2023-06-16,Received
PO-1296,2023-06-01,ICB Food Service,grocery,Grocery Variety Pack,142.78,285550,30 dias,2023-07-01,Received
PO-1297,2023-06-01,Distribuidora JR,beverage,Beverage Variety Pack,2.7,2160,15 dias,2023-06-16,Received
PO-1298,2023-06-01,Licores Premium,wine,Wine Variety Pack,9.11,36450,30 dias,2023-07-01,Received
PO-1299,2023-06-05,Carnes Danke,meat,Meat Variety Pack,9.14,86830,30 dias,2023-07-05,Received
PO-1300,2023-06-05,Agro los hermanos,veg,Veg Variety Pack,20.12,30187,0 dias,2023-06-05,Received
PO-1301,2023-06-05,Puerto de Palos,seafood,Seafood Variety Pack,8.21,98520,15 dias,2023-06-20,Received
PO-1302,2023-06-05,Distribuidora JR,dairy,Dairy Variety Pack,6.7,40200,15 dias,2023-06-20,Received
PO-1303,2023-06-05,ICB Food Service,grocery,Grocery Variety Pack,39.29,78580,30 dias,2023-07-05,Received
PO-1304,2023-06-05,Distribuidora JR,beverage,Beverage Variety Pack,2.35,1880,15 dias,2023-06-20,Received
PO-1305,2023-06-08,Carnes Danke,meat,Meat Variety Pack,37.72,358363,30 dias,2023-07-08,Received
PO-1306,2023-06-08,Agro los hermanos,veg,Veg Variety Pack,87.6,131400,0 dias,2023-06-08,Received
PO-1307,2023-06-08,Puerto de Palos,seafood,Seafood Variety Pack,27.05,324570,15 dias,2023-06-23,Received
PO-1308,2023-06-08,Distribuidora JR,dairy,Dairy Variety Pack,44.38,266250,15 dias,2023-06-23,Received
PO-1309,2023-06-08,ICB Food Service,grocery,Grocery Variety Pack,128.87,257740,30 dias,2023-07-08,Received
PO-1310,2023-06-08,Distribuidora JR,beverage,Beverage Variety Pack,3.52,2820,15 dias,2023-06-23,Received
PO-1311,2023-06-08,Licores Premium,wine,Wine Variety Pack,5.6,22400,30 dias,2023-07-08,Received
PO-1312,2023-06-12,Carnes Danke,meat,Meat Variety Pack,13.99,132928,30 dias,2023-07-12,Received
PO-1313,2023-06-12,Agro los hermanos,veg,Veg Variety Pack,24.38,36562,0 dias,2023-06-12,Received
PO-1314,2023-06-12,Puerto de Palos,seafood,Seafood Variety Pack,7.33,87960,15 dias,2023-06-27,Received
PO-1315,2023-06-12,Distribuidora JR,dairy,Dairy Variety Pack,20.3,121800,15 dias,2023-06-27,Received
PO-1316,2023-06-12,ICB Food Service,grocery,Grocery Variety Pack,60.29,120580,30 dias,2023-07-12,Received
PO-1317,2023-06-12,Distribuidora JR,beverage,Beverage Variety Pack,1.55,1240,15 dias,2023-06-27,Received
PO-1318,2023-06-12,Licores Premium,wine,Wine Variety Pack,2.64,10550,30 dias,2023-07-12,Received
PO-1319,2023-06-15,Carnes Danke,meat,Meat Variety Pack,36.22,344066,30 dias,2023-07-15,Received
PO-1320,2023-06-15,Agro los hermanos,veg,Veg Variety Pack,86.05,129075,0 dias,2023-06-15,Received
PO-1321,2023-06-15,Puerto de Palos,seafood,Seafood Variety Pack,28.42,341070,15 dias,2023-06-30,Received
PO-1322,2023-06-15,Distribuidora JR,dairy,Dairy Variety Pack,50.27,301650,15 dias,2023-06-30,Received
PO-1323,2023-06-15,ICB Food Service,grocery,Grocery Variety Pack,151.85,303700,30 dias,2023-07-15,Received
PO-1324,2023-06-15,Distribuidora JR,beverage,Beverage Variety Pack,2.9,2320,15 dias,2023-06-30,Received
PO-1325,2023-06-15,Licores Premium,wine,Wine Variety Pack,9.35,37400,30 dias,2023-07-15,Received
PO-1326,2023-06-19,Carnes Danke,meat,Meat Variety Pack,10.5,99773,30 dias,2023-07-19,Received
PO-1327,2023-06-19,Agro los hermanos,veg,Veg Variety Pack,27.3,40950,0 dias,2023-06-19,Received
PO-1328,2023-06-19,Puerto de Palos,seafood,Seafood Variety Pack,8.06,96689,15 dias,2023-07-04,Received
PO-1329,2023-06-19,Distribuidora JR,dairy,Dairy Variety Pack,22.5,135000,15 dias,2023-07-04,Received
PO-1330,2023-06-19,ICB Food Service,grocery,Grocery Variety Pack,45.48,90950,30 dias,2023-07-19,Received
PO-1331,2023-06-19,Distribuidora JR,beverage,Beverage Variety Pack,0.57,459,15 dias,2023-07-04,Received
PO-1332,2023-06-19,Licores Premium,wine,Wine Variety Pack,2.1,8400,30 dias,2023-07-19,Received
PO-1333,2023-06-22,Carnes Danke,meat,Meat Variety Pack,51.16,486019,30 dias,2023-07-22,Received
PO-1334,2023-06-22,Agro los hermanos,veg,Veg Variety Pack,116.62,174937,0 dias,2023-06-22,Received
PO-1335,2023-06-22,Puerto de Palos,seafood,Seafood Variety Pack,36.68,440189,15 dias,2023-07-07,Received
PO-1336,2023-06-22,Distribuidora JR,dairy,Dairy Variety Pack,57.62,345750,15 dias,2023-07-07,Received
PO-1337,2023-06-22,ICB Food Service,grocery,Grocery Variety Pack,162.4,324790,30 dias,2023-07-22,Received
PO-1338,2023-06-22,Distribuidora JR,beverage,Beverage Variety Pack,5.25,4200,15 dias,2023-07-07,Received
PO-1339,2023-06-22,Licores Premium,wine,Wine Variety Pack,2.86,11450,30 dias,2023-07-22,Received
PO-1340,2023-06-26,Carnes Danke,meat,Meat Variety Pack,12.94,122882,30 dias,2023-07-26,Received
PO-1341,2023-06-26,Agro los hermanos,veg,Veg Variety Pack,33.7,50550,0 dias,2023-06-26,Received
PO-1342,2023-06-26,Puerto de Palos,seafood,Seafood Variety Pack,9.49,113910,15 dias,2023-07-11,Received
PO-1343,2023-06-26,Distribuidora JR,dairy,Dairy Variety Pack,29.38,176250,15 dias,2023-07-11,Received
PO-1344,2023-06-26,ICB Food Service,grocery,Grocery Variety Pack,81.92,163840,30 dias,2023-07-26,Received
PO-1345,2023-06-26,Distribuidora JR,beverage,Beverage Variety Pack,2.77,2220,15 dias,2023-07-11,Received
PO-1346,2023-06-26,Licores Premium,wine,Wine Variety Pack,1.2,4800,30 dias,2023-07-26,Received
PO-1347,2023-06-29,Carnes Danke,meat,Meat Variety Pack,36.84,350003,30 dias,2023-07-29,Received
PO-1348,2023-06-29,Agro los hermanos,veg,Veg Variety Pack,77.6,116399,0 dias,2023-06-29,Received
PO-1349,2023-06-29,Puerto de Palos,seafood,Seafood Variety Pack,27.86,334290,15 dias,2023-07-14,Received
PO-1350,2023-06-29,Distribuidora JR,dairy,Dairy Variety Pack,52.05,312300,15 dias,2023-07-14,Received
PO-1351,2023-06-29,ICB Food Service,grocery,Grocery Variety Pack,143.59,287170,30 dias,2023-07-29,Received
PO-1352,2023-06-29,Distribuidora JR,beverage,Beverage Variety Pack,2.23,1780,15 dias,2023-07-14,Received
PO-1353,2023-06-29,Licores Premium,wine,Wine Variety Pack,5.11,20450,30 dias,2023-07-29,Received
PO-1354,2023-07-03,Carnes Danke,meat,Meat Variety Pack,9.18,87162,30 dias,2023-08-02,Received
PO-1355,2023-07-03,Agro los hermanos,veg,Veg Variety Pack,25.75,38625,0 dias,2023-07-03,Received
PO-1356,2023-07-03,Puerto de Palos,seafood,Seafood Variety Pack,10.63,127590,15 dias,2023-07-18,Received
PO-1357,2023-07-03,Distribuidora JR,dairy,Dairy Variety Pack,12.65,75900,15 dias,2023-07-18,Received
PO-1358,2023-07-03,ICB Food Service,grocery,Grocery Variety Pack,29.58,59160,30 dias,2023-08-02,Received
PO-1359,2023-07-03,Distribuidora JR,beverage,Beverage Variety Pack,1.9,1520,15 dias,2023-07-18,Received
PO-1360,2023-07-03,Licores Premium,wine,Wine Variety Pack,2.9,11600,30 dias,2023-08-02,Received
PO-1361,2023-07-06,Carnes Danke,meat,Meat Variety Pack,45.04,427856,30 dias,2023-08-05,Received
PO-1362,2023-07-06,Agro los hermanos,veg,Veg Variety Pack,97.9,146850,0 dias,2023-07-06,Received
PO-1363,2023-07-06,Puerto de Palos,seafood,Seafood Variety Pack,28.72,344640,15 dias,2023-07-21,Received
PO-1364,2023-07-06,Distribuidora JR,dairy,Dairy Variety Pack,50.67,304050,15 dias,2023-07-21,Received
PO-1365,2023-07-06,ICB Food Service,grocery,Grocery Variety Pack,147.88,295750,30 dias,2023-08-05,Received
PO-1366,2023-07-06,Distribuidora JR,beverage,Beverage Variety Pack,3.38,2700,15 dias,2023-07-21,Received
PO-1367,2023-07-06,Licores Premium,wine,Wine Variety Pack,6.58,26300,30 dias,2023-08-05,Received
PO-1368,2023-07-10,Carnes Danke,meat,Meat Variety Pack,10.42,98966,30 dias,2023-08-09,Received
PO-1369,2023-07-10,Agro los hermanos,veg,Veg Variety Pack,27.43,41137,0 dias,2023-07-10,Received
PO-1370,2023-07-10,Puerto de Palos,seafood,Seafood Variety Pack,7.07,84810,15 dias,2023-07-25,Received
PO-1371,2023-07-10,Distribuidora JR,dairy,Dairy Variety Pack,23.12,138750,15 dias,2023-07-25,Received
PO-1372,2023-07-10,ICB Food Service,grocery,Grocery Variety Pack,55.53,111060,30 dias,2023-08-09,Received
PO-1373,2023-07-10,Distribuidora JR,beverage,Beverage Variety Pack,0.85,680,15 dias,2023-07-25,Received
PO-1374,2023-07-10,Licores Premium,wine,Wine Variety Pack,4.15,16600,30 dias,2023-08-09,Received
PO-1375,2023-07-13,Carnes Danke,meat,Meat Variety Pack,37.99,360881,30 dias,2023-08-12,Received
PO-1376,2023-07-13,Agro los hermanos,veg,Veg Variety Pack,69.0,103500,0 dias,2023-07-13,Received
PO-1377,2023-07-13,Puerto de Palos,seafood,Seafood Variety Pack,23.7,284430,15 dias,2023-07-28,Received
PO-1378,2023-07-13,Distribuidora JR,dairy,Dairy Variety Pack,52.27,313650,15 dias,2023-07-28,Received
PO-1379,2023-07-13,ICB Food Service,grocery,Grocery Variety Pack,137.72,275450,30 dias,2023-08-12,Received
PO-1380,2023-07-13,Distribuidora JR,beverage,Beverage Variety Pack,3.8,3040,15 dias,2023-07-28,Received
PO-1381,2023-07-13,Licores Premium,wine,Wine Variety Pack,6.19,24750,30 dias,2023-08-12,Received
PO-1382,2023-07-17,Carnes Danke,meat,Meat Variety Pack,14.81,140695,30 dias,2023-08-16,Received
PO-1383,2023-07-17,Agro los hermanos,veg,Veg Variety Pack,32.5,48750,0 dias,2023-07-17,Received
PO-1384,2023-07-17,Puerto de Palos,seafood,Seafood Variety Pack,9.48,113790,15 dias,2023-08-01,Received
PO-1385,2023-07-17,Distribuidora JR,dairy,Dairy Variety Pack,18.55,111300,15 dias,2023-08-01,Received
PO-1386,2023-07-17,ICB Food Service,grocery,Grocery Variety Pack,53.42,106850,30 dias,2023-08-16,Received
PO-1387,2023-07-17,Distribuidora JR,beverage,Beverage Variety Pack,2.67,2140,15 dias,2023-08-01,Received
PO-1388,2023-07-20,Carnes Danke,meat,Meat Variety Pack,43.27,411065,30 dias,2023-08-19,Received
PO-1389,2023-07-20,Agro los hermanos,veg,Veg Variety Pack,82.72,124087,0 dias,2023-07-20,Received
PO-1390,2023-07-20,Puerto de Palos,seafood,Seafood Variety Pack,30.39,364620,15 dias,2023-08-04,Received
PO-1391,2023-07-20,Distribuidora JR,dairy,Dairy Variety Pack,46.05,276300,15 dias,2023-08-04,Received
PO-1392,2023-07-20,ICB Food Service,grocery,Grocery Variety Pack,142.96,285910,30 dias,2023-08-19,Received
PO-1393,2023-07-20,Distribuidora JR,beverage,Beverage Variety Pack,3.3,2640,15 dias,2023-08-04,Received
PO-1394,2023-07-20,Licores Premium,wine,Wine Variety Pack,4.99,19950,30 dias,2023-08-19,Received
PO-1395,2023-07-24,Carnes Danke,meat,Meat Variety Pack,12.55,119272,30 dias,2023-08-23,Received
PO-1396,2023-07-24,Agro los hermanos,veg,Veg Variety Pack,45.4,68100,0 dias,2023-07-24,Received
PO-1397,2023-07-24,Puerto de Palos,seafood,Seafood Variety Pack,17.01,204090,15 dias,2023-08-08,Received
PO-1398,2023-07-24,Distribuidora JR,dairy,Dairy Variety Pack,25.57,153450,15 dias,2023-08-08,Received
PO-1399,2023-07-24,ICB Food Service,grocery,Grocery Variety Pack,61.23,122460,30 dias,2023-08-23,Received
PO-1400,2023-07-24,Distribuidora JR,beverage,Beverage Variety Pack,1.95,1560,15 dias,2023-08-08,Received
PO-1401,2023-07-24,Licores Premium,wine,Wine Variety Pack,4.81,19250,30 dias,2023-08-23,Received
PO-1402,2023-07-27,Carnes Danke,meat,Meat Variety Pack,39.23,372732,30 dias,2023-08-26,Received
PO-1403,2023-07-27,Agro los hermanos,veg,Veg Variety Pack,72.35,108524,0 dias,2023-07-27,Received
PO-1404,2023-07-27,Puerto de Palos,seafood,Seafood Variety Pack,27.6,331230,15 dias,2023-08-11,Received
PO-1405,2023-07-27,Distribuidora JR,dairy,Dairy Variety Pack,46.55,279300,15 dias,2023-08-11,Received
PO-1406,2023-07-27,ICB Food Service,grocery,Grocery Variety Pack,138.21,276420,30 dias,2023-08-26,Received
PO-1407,2023-07-27,Distribuidora JR,beverage,Beverage Variety Pack,4.58,3660,15 dias,2023-08-11,Received
PO-1408,2023-07-27,Licores Premium,wine,Wine Variety Pack,4.09,16350,30 dias,2023-08-26,Received
PO-1409,2023-07-31,Carnes Danke,meat,Meat Variety Pack,18.19,172828,30 dias,2023-08-30,Received
PO-1410,2023-07-31,Agro los hermanos,veg,Veg Variety Pack,40.1,60150,0 dias,2023-07-31,Received
PO-1411,2023-07-31,Puerto de Palos,seafood,Seafood Variety Pack,8.87,106439,15 dias,2023-08-15,Received
PO-1412,2023-07-31,Distribuidora JR,dairy,Dairy Variety Pack,23.38,140250,15 dias,2023-08-15,Received
PO-1413,2023-07-31,ICB Food Service,grocery,Grocery Variety Pack,58.7,117410,30 dias,2023-08-30,Received
PO-1414,2023-07-31,Distribuidora JR,beverage,Beverage Variety Pack,2.6,2080,15 dias,2023-08-15,Received
PO-1415,2023-07-31,Licores Premium,wine,Wine Variety Pack,2.26,9050,30 dias,2023-08-30,Received
PO-1416,2023-08-03,Carnes Danke,meat,Meat Variety Pack,36.74,349030,30 dias,2023-09-02,Received
PO-1417,2023-08-03,Agro los hermanos,veg,Veg Variety Pack,76.2,114300,0 dias,2023-08-03,Received
PO-1418,2023-08-03,Puerto de Palos,seafood,Seafood Variety Pack,28.42,341040,15 dias,2023-08-18,Received
PO-1419,2023-08-03,Distribuidora JR,dairy,Dairy Variety Pack,37.42,224549,15 dias,2023-08-18,Received
PO-1420,2023-08-03,ICB Food Service,grocery,Grocery Variety Pack,126.53,253070,30 dias,2023-09-02,Received
PO-1421,2023-08-03,Distribuidora JR,beverage,Beverage Variety Pack,4.9,3920,15 dias,2023-08-18,Received
PO-1422,2023-08-03,Licores Premium,wine,Wine Variety Pack,4.34,17350,30 dias,2023-09-02,Received
PO-1423,2023-08-07,Carnes Danke,meat,Meat Variety Pack,14.05,133475,30 dias,2023-09-06,Received
PO-1424,2023-08-07,Agro los hermanos,veg,Veg Variety Pack,31.98,47962,0 dias,2023-08-07,Received
PO-1425,2023-08-07,Puerto de Palos,seafood,Seafood Variety Pack,9.87,118380,15 dias,2023-08-22,Received
PO-1426,2023-08-07,Distribuidora JR,dairy,Dairy Variety Pack,16.52,99149,15 dias,2023-08-22,Received
PO-1427,2023-08-07,ICB Food Service,grocery,Grocery Variety Pack,55.09,110180,30 dias,2023-09-06,Received
PO-1428,2023-08-07,Distribuidora JR,beverage,Beverage Variety Pack,2.88,2300,15 dias,2023-08-22,Received
PO-1429,2023-08-07,Licores Premium,wine,Wine Variety Pack,1.75,7000,30 dias,2023-09-06,Received
PO-1430,2023-08-10,Carnes Danke,meat,Meat Variety Pack,41.12,390616,30 dias,2023-09-09,Received
PO-1431,2023-08-10,Agro los hermanos,veg,Veg Variety Pack,99.72,149587,0 dias,2023-08-10,Received
PO-1432,2023-08-10,Puerto de Palos,seafood,Seafood Variety Pack,36.35,436259,15 dias,2023-08-25,Received
PO-1433,2023-08-10,Distribuidora JR,dairy,Dairy Variety Pack,59.55,357300,15 dias,2023-08-25,Received
PO-1434,2023-08-10,ICB Food Service,grocery,Grocery Variety Pack,150.97,301950,30 dias,2023-09-09,Received
PO-1435,2023-08-10,Distribuidora JR,beverage,Beverage Variety Pack,6.58,5260,15 dias,2023-08-25,Received
PO-1436,2023-08-10,Licores Premium,wine,Wine Variety Pack,7.83,31300,30 dias,2023-09-09,Received
PO-1437,2023-08-14,Carnes Danke,meat,Meat Variety Pack,8.75,83148,30 dias,2023-09-13,Received
PO-1438,2023-08-14,Agro los hermanos,veg,Veg Variety Pack,20.32,30487,0 dias,2023-08-14,Received
PO-1439,2023-08-14,Puerto de Palos,seafood,Seafood Variety Pack,4.92,59040,15 dias,2023-08-29,Received
PO-1440,2023-08-14,Distribuidora JR,dairy,Dairy Variety Pack,18.45,110700,15 dias,2023-08-29,Received
PO-1441,2023-08-14,ICB Food Service,grocery,Grocery Variety Pack,45.97,91940,30 dias,2023-09-13,Received
PO-1442,2023-08-17,Carnes Danke,meat,Meat Variety Pack,38.73,367887,30 dias,2023-09-16,Received
PO-1443,2023-08-17,Agro los hermanos,veg,Veg Variety Pack,83.55,125325,0 dias,2023-08-17,Received
PO-1444,2023-08-17,Puerto de Palos,seafood,Seafood Variety Pack,25.36,304290,15 dias,2023-09-01,Received
